time,open,high,low,close,volume,ticker
2022-08-12,10250,10420,10120,10340,3099500,TCH
2022-08-15,10460,10550,10340,10420,3612900,TCH
2022-08-16,10370,10460,10300,10370,2811000,TCH
2022-08-17,10460,10670,10300,10340,4672800,TCH
2022-08-18,10340,10340,10170,10170,2879100,TCH
2022-08-19,10170,10300,10000,10000,3466600,TCH
2022-08-22,10000,10050,9750,9750,3048100,TCH
2022-08-23,9710,10090,9620,10090,2415200,TCH
2022-08-24,10090,10170,10050,10120,2986700,TCH
2022-08-25,10210,10460,10120,10420,5028900,TCH
2022-08-26,10550,10800,10370,10460,7969500,TCH
2022-08-29,10170,10250,9920,10120,4854400,TCH
2022-08-30,10250,10250,9960,9960,3103200,TCH
2022-08-31,10050,10210,9920,10120,3064800,TCH
2022-09-05,10120,10210,10000,10050,2112300,TCH
2022-09-06,10050,10120,10000,10000,2939000,TCH
2022-09-07,10000,10050,9330,9620,5326100,TCH
2022-09-08,9710,9750,9290,9370,3460000,TCH
2022-09-09,9460,9550,9120,9290,3580400,TCH
2022-09-12,9460,9550,9210,9290,3282900,TCH
2022-09-13,9370,9460,9170,9290,2756400,TCH
2022-09-14,9080,9250,8960,9170,3790600,TCH
2022-09-15,9290,9290,9120,9170,1868600,TCH
2022-09-16,9170,9170,8830,8870,2386100,TCH
2022-09-19,8960,8960,8370,8370,4197400,TCH
2022-09-20,8530,8740,8370,8740,3474400,TCH
2022-09-21,8710,9040,8620,9000,4299300,TCH
2022-09-22,8960,9370,8870,9330,4084000,TCH
2022-09-23,9420,9500,9080,9210,3628900,TCH
2022-09-26,9120,9670,9080,9580,10167700,TCH
2022-09-27,9870,10250,9710,10120,11456500,TCH
2022-09-28,10300,10370,9550,9750,9967100,TCH
2022-09-29,9960,10000,9080,9080,6448000,TCH
2022-09-30,9080,9460,8620,9460,7665300,TCH
2022-10-03,9420,9800,8920,9040,7455900,TCH
2022-10-04,9290,9370,8870,8960,5089500,TCH
2022-10-05,9210,9370,9120,9210,4233400,TCH
2022-10-06,9250,9330,8580,8580,6043800,TCH
2022-10-07,8460,8490,7990,8000,7130900,TCH
2022-10-10,7870,8370,7870,8370,4256100,TCH
2022-10-11,8280,8370,7780,7780,4323700,TCH
2022-10-12,7700,8310,7700,8170,3330700,TCH
2022-10-13,8170,8280,8029,8140,1727300,TCH
2022-10-14,8350,8370,8070,8140,3257900,TCH
2022-10-17,8130,8200,7880,8070,2046300,TCH
2022-10-18,8200,8580,8189,8290,4053300,TCH
2022-10-19,8370,8460,8230,8250,1218300,TCH
2022-10-20,8240,8250,8029,8130,2114100,TCH
2022-10-21,8200,8200,7580,7580,4515900,TCH
2022-10-24,7680,7860,7050,7050,7472400,TCH
2022-10-25,6830,7270,6590,6740,6034800,TCH
2022-10-26,6860,6990,6320,6320,4717700,TCH
2022-10-27,6340,6760,6280,6760,3628000,TCH
2022-10-28,6870,7140,6830,6880,3192000,TCH
2022-10-31,6950,6950,6500,6700,4862100,TCH
2022-11-01,6880,6950,6700,6810,2504300,TCH
2022-11-02,6820,6930,6720,6740,2003800,TCH
2022-11-03,6610,6740,6530,6570,2199800,TCH
2022-11-04,6530,6570,6120,6120,6433600,TCH
2022-11-07,6000,6170,5690,5690,6708400,TCH
2022-11-08,5820,6060,5700,6060,6362900,TCH
2022-11-09,6270,6480,6240,6350,5550500,TCH
2022-11-10,6280,6350,5910,5910,8050300,TCH
2022-11-11,6110,6190,5500,5500,7148400,TCH
2022-11-14,5120,5300,5120,5120,8490000,TCH
2022-11-15,4770,4940,4770,4770,5079500,TCH
2022-11-16,4440,5100,4440,5100,11014000,TCH
2022-11-17,5430,5450,5270,5450,6806700,TCH
2022-11-18,5560,5820,5110,5820,12621900,TCH
2022-11-21,6030,6230,5990,6230,5389400,TCH
2022-11-22,6660,6660,6530,6660,15182100,TCH
2022-11-23,6670,7000,6510,6640,9814300,TCH
2022-11-24,6530,6830,6490,6780,5618900,TCH
2022-11-25,7030,7210,6870,7210,7036600,TCH
2022-11-28,7450,7710,7390,7710,8110800,TCH
2022-11-29,7870,7870,7370,7590,12608100,TCH
2022-11-30,7590,7820,7490,7620,9832700,TCH
2022-12-01,8090,8090,7520,7550,10810500,TCH
2022-12-02,7300,7720,7130,7710,10129300,TCH
2022-12-05,7900,7990,7470,7470,9502000,TCH
2022-12-06,7330,7380,6950,6950,15093700,TCH
2022-12-07,6670,6950,6470,6470,9409600,TCH
2022-12-08,6650,6910,6650,6910,9388700,TCH
2022-12-09,6990,7000,6810,6880,3650800,TCH
2022-12-12,6860,7140,6800,6820,7067100,TCH
2022-12-13,6800,7030,6710,7030,4736700,TCH
2022-12-14,7220,7520,7120,7520,9615100,TCH
2022-12-15,7620,7760,7400,7410,8297500,TCH
2022-12-16,7180,7620,7180,7620,7958800,TCH
2022-12-19,7620,7680,7090,7090,8986800,TCH
2022-12-20,7000,7180,6650,6750,8598700,TCH
2022-12-21,6990,6990,6350,6660,5446200,TCH
2022-12-22,6810,6890,6460,6750,2816200,TCH
2022-12-23,6750,6800,6610,6710,1941900,TCH
2022-12-26,6650,6700,6250,6250,3968400,TCH
2022-12-27,6270,6400,6220,6270,1686500,TCH
2022-12-27,6280,6650,6270,6650,3087900,TCH
2022-12-28,6700,6750,6560,6650,1890700,TCH
2022-12-29,6630,6840,6560,6610,2045900,TCH
2022-12-30,6660,6660,6360,6550,2016200,TCH
2023-01-03,6550,6950,6550,6950,4228100,TCH
2023-01-04,6980,7030,6840,6850,3764800,TCH
2023-01-05,6860,6920,6770,6860,2095400,TCH
2023-01-06,6880,6940,6710,6710,3148300,TCH
2023-01-09,6840,6840,6700,6700,1747200,TCH
2023-01-10,6750,6930,6570,6810,2728300,TCH
2023-01-11,6940,6990,6810,6870,3417800,TCH
2023-01-12,6860,6900,6770,6790,1979700,TCH
2023-01-13,6860,6930,6750,6810,3071100,TCH
2023-01-16,6810,6890,6750,6750,2058800,TCH
2023-01-17,6840,7130,6790,7110,5522900,TCH
2023-01-18,7130,7320,7040,7270,4351900,TCH
2023-01-19,7260,7320,7130,7250,4388800,TCH
2023-01-27,7380,7410,7240,7300,3775100,TCH
2023-01-30,7400,7640,7280,7550,8089900,TCH
2023-01-31,7550,7620,7280,7500,5706100,TCH
2023-02-01,7510,7740,7310,7330,10238100,TCH
2023-02-02,7420,7420,6990,7040,4366400,TCH
2023-02-03,7090,7170,6960,7090,3642200,TCH
2023-02-06,7120,7460,7090,7410,6605300,TCH
2023-02-07,7410,7570,7140,7200,5334600,TCH
2023-02-08,7280,7290,6980,7150,3725700,TCH
2023-02-09,7130,7360,7130,7190,2464600,TCH
2023-02-10,7190,7210,7020,7020,3021700,TCH
2023-02-13,6940,6970,6600,6750,6285700,TCH
2023-02-14,6850,6880,6730,6750,1473400,TCH
2023-02-15,6750,7040,6650,6940,1994500,TCH
2023-02-16,6990,7010,6820,6940,2108800,TCH
2023-02-17,6940,7110,6940,7000,3389100,TCH
2023-02-20,7000,7480,7000,7480,7664300,TCH
2023-02-21,7720,7850,7520,7620,14367200,TCH
2023-02-22,7470,7710,7370,7420,9313600,TCH
2023-02-23,7420,7420,6960,7230,7414100,TCH
2023-02-24,7270,7400,7010,7060,4189700,TCH
2023-02-27,6890,6930,6750,6750,5660200,TCH
2023-02-28,6850,6920,6720,6740,5959500,TCH
2023-03-01,6700,6910,6650,6910,3548500,TCH
2023-03-02,6940,6990,6830,6880,2448400,TCH
2023-03-03,6930,6930,6790,6790,2105300,TCH
2023-03-06,6990,7210,6890,6920,4253600,TCH
2023-03-07,6940,7020,6850,6860,1935700,TCH
2023-03-08,6800,6960,6790,6940,3061300,TCH
2023-03-09,6950,7120,6950,6980,3154300,TCH
2023-03-10,6870,6960,6830,6840,3971000,TCH
2023-03-13,6750,6930,6750,6800,2991300,TCH
2023-03-14,6810,6850,6650,6680,3721200,TCH
2023-03-15,6860,6950,6800,6930,3467100,TCH
2023-03-16,6870,6880,6750,6800,4254300,TCH
2023-03-17,6860,6890,6760,6780,4571800,TCH
2023-03-20,6820,6990,6800,6830,3998500,TCH
2023-03-21,6860,6900,6780,6900,2327900,TCH
2023-03-22,6930,7060,6900,6940,4497100,TCH
2023-03-23,6890,6970,6860,6950,2063900,TCH
2023-03-24,7040,7130,7010,7040,3334700,TCH
2023-03-27,6860,7110,6860,7030,4510800,TCH
2023-03-28,7110,7220,7090,7110,5877600,TCH
2023-03-29,7130,7170,7000,7040,3323000,TCH
2023-03-30,7160,7270,7110,7160,7072500,TCH
2023-03-31,7150,7150,7080,7130,2324200,TCH
2023-04-03,7280,7460,7200,7370,8252500,TCH
2023-04-04,7420,7420,7320,7380,5440900,TCH
2023-04-05,7380,7470,7320,7420,4987200,TCH
2023-04-06,7520,7940,7510,7730,20043400,TCH
2023-04-07,7630,7670,7480,7660,7348100,TCH
2023-04-10,7810,7810,7470,7490,8305800,TCH
2023-04-11,7490,7490,7240,7460,6075800,TCH
2023-04-12,7540,7550,7400,7430,6275800,TCH
2023-04-13,7460,7520,7380,7380,3488300,TCH
2023-04-14,7430,7430,7170,7190,6266600,TCH
2023-04-17,7100,7160,7100,7110,2765900,TCH
2023-04-18,7130,7170,7050,7110,3459200,TCH
2023-04-19,7130,7210,7020,7050,2825100,TCH
2023-04-20,7060,7130,7050,7110,3134900,TCH
2023-04-21,7130,7190,7050,7120,2631500,TCH
2023-04-24,7090,7270,7080,7140,3092300,TCH
2023-04-25,7210,7210,7110,7130,2321100,TCH
2023-04-26,7100,7150,7090,7130,2475900,TCH
2023-04-27,7190,7420,7180,7320,3986600,TCH
2023-04-28,7380,7570,7360,7530,8855900,TCH
2023-05-04,7660,7800,7620,7650,8701100,TCH
2023-05-05,7690,7700,7530,7540,5619400,TCH
2023-05-08,7610,7860,7590,7850,10933600,TCH
2023-05-09,7910,7980,7700,7760,8211800,TCH
2023-05-10,7760,8050,7760,7950,9149400,TCH
2023-05-11,8050,8130,7930,7940,7299500,TCH
2023-05-12,7930,7950,7840,7950,6878500,TCH
2023-05-15,8000,8029,7790,7840,6507500,TCH
2023-05-16,7810,7940,7770,7800,7259900,TCH
2023-05-17,7830,8360,7830,8360,24138400,TCH
2023-05-18,8390,8470,8200,8240,7340200,TCH
2023-05-19,8280,8280,7920,8080,9172200,TCH
2023-05-22,8150,8350,8109,8290,6503500,TCH
2023-05-23,8380,8430,8200,8270,4855600,TCH
2023-05-24,8290,8380,8210,8260,6721100,TCH
2023-05-25,8240,8270,8140,8189,6470200,TCH
2023-05-26,8230,8540,8189,8480,9487000,TCH
2023-05-29,8580,8770,8560,8660,6349600,TCH
2023-05-30,8680,8700,8450,8580,9110100,TCH
2023-05-31,8610,8960,8490,8820,10824800,TCH
2023-06-01,8830,8910,8680,8700,6713400,TCH
2023-06-02,8820,8820,8480,8490,13527000,TCH
2023-06-05,8580,8640,8490,8530,5888700,TCH
2023-06-06,8570,8740,8490,8700,6284400,TCH
2023-06-07,8760,8990,8710,8850,7186400,TCH
2023-06-08,8950,9050,8700,8700,10550100,TCH
2023-06-09,8720,8740,8530,8660,6098500,TCH
2023-06-12,8680,8750,8560,8630,4277300,TCH
2023-06-13,8670,8800,8650,8740,6574300,TCH
2023-06-14,8770,8830,8630,8630,4729200,TCH
2023-06-15,8540,8640,8480,8490,5782800,TCH
2023-06-16,8610,8680,8400,8400,6030200,TCH
2023-06-19,8420,8480,8340,8350,4261200,TCH
2023-06-20,8390,8530,8360,8500,2969000,TCH
2023-06-21,8520,8680,8500,8660,4786700,TCH
2023-06-22,8680,8810,8680,8780,7055000,TCH
2023-06-23,8810,8900,8660,8740,6127600,TCH
2023-06-26,8740,8760,8480,8670,6940800,TCH
2023-06-27,8680,8740,8590,8630,3015500,TCH
2023-06-28,8680,8820,8640,8740,7539700,TCH
2023-06-29,8770,8770,8580,8590,4223400,TCH
2023-06-30,8590,8610,8540,8570,2854600,TCH
2023-07-03,8570,8670,8550,8590,1534000,TCH
2023-07-04,8590,8760,8580,8710,3393200,TCH
2023-07-05,8800,8800,8700,8740,4297800,TCH
2023-07-06,8770,9120,8720,9050,18017200,TCH
2023-07-07,9020,9160,8920,8970,6645300,TCH
2023-07-10,9030,9150,8970,9060,8172800,TCH
2023-07-11,9110,9340,9090,9170,10033700,TCH
2023-07-12,9200,9280,9010,9040,6643300,TCH
2023-07-13,9070,9150,9040,9060,6718800,TCH
2023-07-14,9140,9230,9030,9150,8555300,TCH
2023-07-17,9260,9350,9180,9270,8473800,TCH
2023-07-18,9260,9260,9110,9160,6878500,TCH
2023-07-19,9160,9220,8920,8920,10552300,TCH
2023-07-20,8920,9000,8900,8970,3868700,TCH
2023-07-21,9020,9080,8980,9060,4470600,TCH
2023-07-24,9110,9240,9090,9240,7499700,TCH
2023-07-25,9260,9330,9210,9260,8269700,TCH
2023-07-26,9260,9620,9260,9550,12408200,TCH
2023-07-27,9550,10030,9550,9930,17955400,TCH
2023-07-28,10030,10220,9790,9930,12971400,TCH
2023-07-31,10030,10610,9980,10510,12949400,TCH
2023-08-01,10700,10800,10120,10120,13749200,TCH
2023-08-02,10120,10320,10030,10220,9791100,TCH
2023-08-03,10220,10560,10120,10320,10263900,TCH
2023-08-04,10510,10990,10510,10990,24512500,TCH
2023-08-07,11470,11710,11280,11710,22213100,TCH
2023-08-08,11960,12390,11670,11810,20420100,TCH
2023-08-09,11620,12100,11570,11960,12063800,TCH
2023-08-10,11860,12000,11430,11470,12257500,TCH
2023-08-11,11620,12240,11280,12240,18401500,TCH
2023-08-14,12530,13060,12440,13060,19683900,TCH
2023-08-15,13260,13260,12490,12630,18514700,TCH
2023-08-16,12630,12970,12390,12680,12833500,TCH
2023-08-17,12680,13060,12440,12490,10642200,TCH
2023-08-18,12240,12440,11620,11620,22575000,TCH
2023-08-21,11430,11860,10990,11470,14819100,TCH
2023-08-22,11710,12240,11180,12240,23751200,TCH
2023-08-23,12580,12630,12240,12340,12700100,TCH
2023-08-24,12340,12680,12200,12530,12567700,TCH
2023-08-25,12680,12920,12530,12630,14176300,TCH
2023-08-28,12780,12780,12390,12530,14175900,TCH
2023-08-29,12630,13210,12530,12970,13837200,TCH
2023-08-30,13210,13640,13110,13450,14835600,TCH
2023-08-31,13700,13700,13250,13300,13078200,TCH
2023-09-05,13400,13700,12950,13000,19169300,TCH
2023-09-06,12900,13350,12700,13350,13117500,TCH
2023-09-07,13500,13800,13350,13350,13994700,TCH
2023-09-08,13350,13550,13250,13300,9756600,TCH
2023-09-11,13500,13500,12900,12900,16278700,TCH
2023-09-12,12900,13350,12750,13350,11427300,TCH
2023-09-13,13400,14100,13400,13600,21834000,TCH
2023-09-14,13650,13800,13050,13500,13363800,TCH
2023-09-15,13700,13800,13250,13300,10559900,TCH
2023-09-18,13400,13700,13250,13600,13421800,TCH
2023-09-19,13700,13850,13400,13700,10576900,TCH
2023-09-20,13800,13950,13650,13900,12347100,TCH
2023-09-21,14000,14800,13950,14500,20242800,TCH
2023-09-22,14000,14250,13500,13500,24607000,TCH
2023-09-25,13150,13450,12600,12600,16519500,TCH
2023-09-26,12050,12600,11750,11750,18579900,TCH
2023-09-27,11750,12250,11000,12250,14325000,TCH
2023-09-28,12100,12200,11700,12000,6846000,TCH
2023-09-29,12200,12250,11600,11600,7007400,TCH
2023-10-02,11600,12050,11600,11850,4656100,TCH
2023-10-03,11750,11750,11050,11050,14068700,TCH
2023-10-04,10800,11550,10650,11300,9315700,TCH
2023-10-05,11500,11500,10900,11100,5822400,TCH
2023-10-06,11150,11850,11150,11850,13204600,TCH
2023-10-09,12150,12350,11900,12200,9013200,TCH
2023-10-10,12450,12450,11950,11950,7193500,TCH
2023-10-11,12000,12150,11800,12150,4569600,TCH
2023-10-12,12300,12550,12050,12150,5518000,TCH
2023-10-13,11950,12300,11800,12200,5969800,TCH
2023-10-16,12200,12750,12100,12400,11723300,TCH
2023-10-17,12450,12750,11600,11600,5635300,TCH
2023-10-18,11900,12050,11050,11500,12166800,TCH
2023-10-19,11450,11900,11200,11400,6762800,TCH
2023-10-20,11400,11950,11300,11900,5669300,TCH
2023-10-23,11900,12150,11700,11800,6174700,TCH
2023-10-24,12000,12100,11600,12000,4430300,TCH
2023-10-25,12100,12350,12050,12100,6775000,TCH
2023-10-26,11600,11750,11300,11300,12671200,TCH
2023-10-27,11500,11600,10550,11400,10734200,TCH
2023-10-30,11400,11600,10900,10900,4929600,TCH
2023-10-31,11000,11100,10150,10150,9814000,TCH
2023-11-01,10200,10700,9900,10550,8892700,TCH
2023-11-02,10850,11250,10700,11250,5958300,TCH
2023-11-03,11500,11500,11200,11200,5553900,TCH
2023-11-06,11400,11400,11050,11350,3869400,TCH
2023-11-07,11300,11400,11100,11100,4614600,TCH
2023-11-08,11150,11850,11150,11850,10499700,TCH
2023-11-09,12000,12450,11950,12000,12017400,TCH
2023-11-10,11950,12600,11800,12350,15786200,TCH
2023-11-13,12450,12600,12050,12300,8257400,TCH
2023-11-14,12500,12700,12200,12250,8670600,TCH
2023-11-15,12650,12650,12150,12200,9497500,TCH
2023-11-16,12100,12600,12100,12600,7424500,TCH
2023-11-17,12700,13150,12450,12600,23406000,TCH
2023-11-20,12300,13050,12300,12900,13442300,TCH
2023-11-21,13100,13200,12850,12900,10068200,TCH
2023-11-22,12900,13200,12800,13000,10470500,TCH
2023-11-23,13100,13400,12100,12100,15519500,TCH
2023-11-24,12250,12400,11600,12300,12977100,TCH
2023-11-27,12300,12450,11900,11900,5518800,TCH
2023-11-28,12000,12100,11550,12050,8556800,TCH
2023-11-29,12150,12350,12050,12250,5394800,TCH
2023-11-30,12250,12450,12150,12450,9095800,TCH
2023-12-01,12450,12500,12150,12200,5367200,TCH
2023-12-04,12400,12900,12400,12750,10858100,TCH
2023-12-05,12800,12850,12500,12500,7515400,TCH
2023-12-06,12550,12900,12550,12850,8700200,TCH
2023-12-07,13000,13150,12500,12700,13821700,TCH
2023-12-08,12850,13300,12650,12950,15103500,TCH
2023-12-11,13050,13150,12800,12800,7435800,TCH
2023-12-12,12950,13050,12800,12950,8037000,TCH
2023-12-13,12950,13250,12600,12650,10550300,TCH
2023-12-14,12800,12850,12400,12500,6965300,TCH
2023-12-15,12500,12750,12400,12550,6786700,TCH
2023-12-18,12600,13150,12600,12900,10292000,TCH
2023-12-19,13050,13150,12650,12850,6234900,TCH
2023-12-20,12950,13150,12950,13150,7523400,TCH
2023-12-21,13100,13500,13000,13200,12186500,TCH
2023-12-22,13250,13500,12950,13150,9073000,TCH
